bus_id,node_lat,node_lon,interconnect_id,zone_name,state_code,num_incident_lines,sum_line_capacity_MW,line_density_within_50km,dist_to_nearest_substation_km,dist_to_nearest_large_generator_km,dist_to_nearest_renewable_plant_km,total_capacity_within_100km_MW,renewable_capacity_within_100km_MW,renewable_share_within_100km,zero_carbon_share_within_100km,zone_peak_demand_MW,zone_mean_demand_MW,dc_load_to_zone_peak_ratio,dc_load_to_zone_mean_ratio,avg_retail_industrial_price_cents_per_kWh,avg_wholesale_price_region,price_volatility_metric,avg_grid_CO2_intensity_kg_per_MWh,marginal_CO2_intensity_kg_per_MWh,renewable_energy_share_in_zone,projected_clean_energy_growth_index,solar_irradiance_index,wind_resource_class,estimated_PV_capacity_factor,estimated_wind_capacity_factor
7793,42.4334,-75.5832,Eastern,Upstate New York,,3,495.68,,,104.70704775388216,49.85769299934528,1918.8909999999994,1287.344,0.6708791692701672,0.6708791692701672,,,,,,,,,,,,,,,
7794,42.4334,-75.5832,Eastern,Upstate New York,,1,0.0,,,104.70704775388216,49.85769299934528,1918.8909999999994,1287.344,0.6708791692701672,0.6708791692701672,,,,,,,,,,,,,,,
7795,42.5683,-75.5479,Eastern,Upstate New York,,3,437.44,,,119.64761131486333,34.58267536062211,1902.8619999999996,1271.315,0.6681067781058219,0.6681067781058219,,,,,,,,,,,,,,,
7796,42.5683,-75.5479,Eastern,Upstate New York,,1,0.0,,,119.64761131486333,34.58267536062211,1902.8619999999996,1271.315,0.6681067781058219,0.6681067781058219,,,,,,,,,,,,,,,
7797,42.4038,-75.6448,Eastern,Upstate New York,,2,522.95,,,101.72545955497478,54.269622780051925,1945.9379999999994,1161.195,0.5967276449712171,0.5967276449712171,,,,,,,,,,,,,,,
7798,42.4177,-75.6852,Eastern,Upstate New York,,3,761.82,,,103.59980086909694,53.826944403774895,942.9600000000003,158.21699999999998,0.16778760498854664,0.16778760498854664,,,,,,,,,,,,,,,
7799,42.6998,-75.546,Eastern,Upstate New York,,4,1029.18,,,116.54242357687482,20.451198025344233,1931.2049999999992,1299.6580000000004,0.672977752232415,0.672977752232415,,,,,,,,,,,,,,,
7800,42.6355,-75.4598,Eastern,Upstate New York,,5,1273.67,,,126.57664576750562,26.353197614761044,1902.8619999999996,1271.315,0.6681067781058219,0.6681067781058219,,,,,,,,,,,,,,,
7801,42.4976,-75.375,Eastern,Upstate New York,,2,477.37,,,112.61077068463005,42.25929613755948,1685.5709999999995,1287.8410000000001,0.764038417841788,0.764038417841788,,,,,,,,,,,,,,,
7802,42.6053,-75.6733,Eastern,Upstate New York,,4,805.5,,,118.12719511476553,34.449575061806925,910.1980000000003,278.6510000000001,0.30614327871518066,0.30614327871518066,,,,,,,,,,,,,,,
7803,42.6053,-75.6733,Eastern,Upstate New York,,1,0.0,,,118.12719511476553,34.449575061806925,910.1980000000003,278.6510000000001,0.30614327871518066,0.30614327871518066,,,,,,,,,,,,,,,
7804,44.3718,-73.7661,Eastern,Upstate New York,,3,595.86,,,242.814799440652,19.100449036343065,1660.6750000000002,1078.0340000000003,0.6491541090219339,0.6491541090219339,,,,,,,,,,,,,,,
7805,44.3718,-73.7661,Eastern,Upstate New York,,1,0.0,,,242.814799440652,19.100449036343065,1660.6750000000002,1078.0340000000003,0.6491541090219339,0.6491541090219339,,,,,,,,,,,,,,,
7806,44.4588,-73.7441,Eastern,Upstate New York,,3,605.98,,,248.41340964917393,14.114600015658345,1638.6560000000004,1065.0250000000003,0.6499381200203094,0.6499381200203094,,,,,,,,,,,,,,,
7807,44.4588,-73.7441,Eastern,Upstate New York,,1,0.0,,,248.41340964917393,14.114600015658345,1638.6560000000004,1065.0250000000003,0.6499381200203094,0.6499381200203094,,,,,,,,,,,,,,,
7808,44.7329,-73.6167,Eastern,Upstate New York,,2,504.79999999999995,,,271.5777014071598,1.067460723424458,2518.938000000001,1945.3070000000007,0.7722726799945056,0.7722726799945056,,,,,,,,,,,,,,,
7809,44.9487,-73.4129,Eastern,Upstate New York,,3,789.75,,,297.79411265294897,24.50538052002876,1375.8770000000004,927.4300000000001,0.6740646147875136,0.6740646147875136,,,,,,,,,,,,,,,
7810,45.0077,-73.4896,Eastern,Upstate New York,,1,0.0,,,296.3671824458258,24.22043356100221,1314.1240000000003,906.615,0.6899006486450288,0.6899006486450288,,,,,,,,,,,,,,,
7811,45.0077,-73.4896,Eastern,Upstate New York,,3,485.3,,,296.3671824458258,24.22043356100221,1314.1240000000003,906.615,0.6899006486450288,0.6899006486450288,,,,,,,,,,,,,,,
7812,44.8786,-74.1468,Eastern,Upstate New York,,2,550.49,,,246.22742137365375,1.3265473277583304,2452.3169999999996,1941.9780000000005,0.7918951750528177,0.7918951750528177,,,,,,,,,,,,,,,
7813,44.9366,-74.0378,Eastern,Upstate New York,,2,553.23,,,256.9590146520049,3.416960502266294,2444.103,1933.7640000000004,0.7911957883935334,0.7911957883935334,,,,,,,,,,,,,,,
7814,44.7816,-73.3881,Eastern,Upstate New York,,3,462.35,,,289.93957410686096,16.451262153031454,1486.1790000000003,997.1460000000004,0.6709460973408992,0.6709460973408992,,,,,,,,,,,,,,,
7815,44.7816,-73.3881,Eastern,Upstate New York,,1,0.0,,,289.93957410686096,16.451262153031454,1486.1790000000003,997.1460000000004,0.6709460973408992,0.6709460973408992,,,,,,,,,,,,,,,
7816,44.6358,-73.7739,Eastern,Upstate New York,,3,854.1800000000001,,,255.41965614496172,1.43453635695997,2633.6620000000003,1994.2210000000005,0.7572046071211872,0.7572046071211872,,,,,,,,,,,,,,,
7817,44.701,-73.6707,Eastern,Upstate New York,,2,463.34000000000003,,,266.1067301023507,4.0112673669298395,2547.620000000001,1973.9890000000007,0.7748365140798078,0.7748365140798078,,,,,,,,,,,,,,,
7818,44.9399,-73.9389,Eastern,Upstate New York,,4,875.31,,,263.31100986076547,1.7978504052572621,2448.021,1933.7640000000004,0.789929498153815,0.789929498153815,,,,,,,,,,,,,,,
7819,44.9399,-73.9389,Eastern,Upstate New York,,1,0.0,,,263.31100986076547,1.7978504052572621,2448.021,1933.7640000000004,0.789929498153815,0.789929498153815,,,,,,,,,,,,,,,
7820,44.9306,-73.7055,Eastern,Upstate New York,,2,589.0699999999999,,,277.5180814363465,10.535870767954258,2345.1239999999993,1830.8670000000004,0.7807122352592021,0.7807122352592021,,,,,,,,,,,,,,,
7821,44.8338,-73.8763,Eastern,Upstate New York,,1,0.0,,,260.32340104461264,14.399496685224936,2465.6090000000004,1951.3520000000003,0.7914280001411416,0.7914280001411416,,,,,,,,,,,,,,,
7822,44.8338,-73.8763,Eastern,Upstate New York,,3,628.35,,,260.32340104461264,14.399496685224936,2465.6090000000004,1951.3520000000003,0.7914280001411416,0.7914280001411416,,,,,,,,,,,,,,,
7823,44.4484,-73.5358,Eastern,Upstate New York,,2,557.3199999999999,,,262.9872529021141,9.971848902933184,1600.7150000000004,1018.0740000000005,0.6360120321231452,0.6360120321231452,,,,,,,,,,,,,,,
7824,44.5068,-73.5254,Eastern,Upstate New York,,4,783.3199999999999,,,266.39165757970886,5.369554390555179,1587.7060000000006,1005.0650000000005,0.6330296667015178,0.6330296667015178,,,,,,,,,,,,,,,
7825,44.5068,-73.5254,Eastern,Upstate New York,,1,0.0,,,266.39165757970886,5.369554390555179,1587.7060000000006,1005.0650000000005,0.6330296667015178,0.6330296667015178,,,,,,,,,,,,,,,
7826,44.8951,-73.5787,Eastern,Upstate New York,,1,0.0,,,283.5917382930675,10.328299197955944,2241.6080000000006,1834.0990000000004,0.818206840803566,0.818206840803566,,,,,,,,,,,,,,,
7827,44.8951,-73.5787,Eastern,Upstate New York,,4,820.5600000000001,,,283.5917382930675,10.328299197955944,2241.6080000000006,1834.0990000000004,0.818206840803566,0.818206840803566,,,,,,,,,,,,,,,
7828,44.6127,-73.6362,Eastern,Upstate New York,,2,496.47,,,263.7368308308153,10.174544314584088,2529.691000000001,1956.0600000000006,0.7732406843365454,0.7732406843365454,,,,,,,,,,,,,,,
7829,44.6986,-73.5752,Eastern,Upstate New York,,2,519.4200000000001,,,272.53770476582565,1.7109648339151138,2505.653000000001,1932.0220000000006,0.771065267217767,0.771065267217767,,,,,,,,,,,,,,,
7830,44.5038,-73.6005,Eastern,Upstate New York,,2,566.09,,,260.85150668168876,11.263739206845425,1624.5340000000003,1050.9030000000005,0.6468950480568583,0.6468950480568583,,,,,,,,,,,,,,,
7831,44.6215,-73.5283,Eastern,Upstate New York,,2,542.52,,,271.76272026247494,6.232978210599137,1578.6960000000006,1005.0650000000005,0.6366425201558755,0.6366425201558755,,,,,,,,,,,,,,,
7832,44.6301,-73.503,Eastern,Upstate New York,,2,476.11,,,273.980687790836,5.854665970900811,1534.9280000000008,961.2970000000003,0.6262814933338892,0.6262814933338892,,,,,,,,,,,,,,,
7833,44.7065,-73.4887,Eastern,Upstate New York,,3,592.19,,,278.94920747085683,4.940076406004994,1534.9280000000008,961.2970000000003,0.6262814933338892,0.6262814933338892,,,,,,,,,,,,,,,
7834,44.7065,-73.4887,Eastern,Upstate New York,,1,0.0,,,278.94920747085683,4.940076406004994,1534.9280000000008,961.2970000000003,0.6262814933338892,0.6262814933338892,,,,,,,,,,,,,,,
7835,44.7708,-73.4941,Eastern,Upstate New York,,3,709.6600000000001,,,282.0680210594132,9.133339129486101,1424.8930000000007,935.8600000000001,0.6567931767508154,0.6567931767508154,,,,,,,,,,,,,,,
7836,44.659,-73.4147,Eastern,Upstate New York,,3,361.31,,,281.66352876958865,9.790478429419183,1534.9280000000008,961.2970000000003,0.6262814933338892,0.6262814933338892,,,,,,,,,,,,,,,
7837,44.659,-73.4147,Eastern,Upstate New York,,2,294.40999999999997,,,281.66352876958865,9.790478429419183,1534.9280000000008,961.2970000000003,0.6262814933338892,0.6262814933338892,,,,,,,,,,,,,,,
7838,44.659,-73.4147,Eastern,Upstate New York,,1,0.0,,,281.66352876958865,9.790478429419183,1534.9280000000008,961.2970000000003,0.6262814933338892,0.6262814933338892,,,,,,,,,,,,,,,
7839,44.7129,-73.83,Eastern,Upstate New York,,1,0.0,,,255.98969225185166,9.72430723962505,2528.885,1974.0420000000004,0.7805977733269801,0.7805977733269801,,,,,,,,,,,,,,,
7840,44.7129,-73.83,Eastern,Upstate New York,,3,620.85,,,255.98969225185166,9.72430723962505,2528.885,1974.0420000000004,0.7805977733269801,0.7805977733269801,,,,,,,,,,,,,,,
7841,44.5645,-73.8089,Eastern,Upstate New York,,2,612.78,,,249.14978656141267,9.513240281753115,2633.6620000000003,1994.2210000000005,0.7572046071211872,0.7572046071211872,,,,,,,,,,,,,,,
7842,42.2583,-73.5334,Eastern,Upstate New York,,3,436.58,,,85.60284536451105,20.5811015296612,11625.108000000011,3281.3030000000012,0.28226000136944945,0.28226000136944945,,,,,,,,,,,,,,,
7843,42.2583,-73.5334,Eastern,Upstate New York,,2,300.07,,,85.60284536451105,20.5811015296612,11625.108000000011,3281.3030000000012,0.28226000136944945,0.28226000136944945,,,,,,,,,,,,,,,
7844,42.2583,-73.5334,Eastern,Upstate New York,,1,25.0,,,85.60284536451105,20.5811015296612,11625.108000000011,3281.3030000000012,0.28226000136944945,0.28226000136944945,,,,,,,,,,,,,,,
7845,42.2583,-73.5334,Eastern,Upstate New York,,3,325.74,,,85.60284536451105,20.5811015296612,11625.108000000011,3281.3030000000012,0.28226000136944945,0.28226000136944945,,,,,,,,,,,,,,,
7846,42.2583,-73.5334,Eastern,Upstate New York,,1,0.0,,,85.60284536451105,20.5811015296612,11625.108000000011,3281.3030000000012,0.28226000136944945,0.28226000136944945,,,,,,,,,,,,,,,
7847,42.3998,-73.5953,Eastern,Upstate New York,,3,831.46,,,98.38870765649189,11.906586124344964,10803.899000000009,3464.311000000001,0.3206537750861979,0.3206537750861979,,,,,,,,,,,,,,,
7848,42.3387,-73.5634,Eastern,Upstate New York,,3,550.8299999999999,,,92.87328379297364,14.423282403021439,11021.284000000009,3370.0590000000016,0.3057773486283448,0.3057773486283448,,,,,,,,,,,,,,,
7849,42.3387,-73.5634,Eastern,Upstate New York,,1,0.0,,,92.87328379297364,14.423282403021439,11021.284000000009,3370.0590000000016,0.3057773486283448,0.3057773486283448,,,,,,,,,,,,,,,
7850,42.1848,-73.501,Eastern,Upstate New York,,4,646.23,,,79.52466429583463,25.64747609779967,11650.683000000012,3306.878000000001,0.28383554852535237,0.28383554852535237,,,,,,,,,,,,,,,
7851,42.1848,-73.501,Eastern,Upstate New York,,3,434.16999999999996,,,79.52466429583463,25.64747609779967,11650.683000000012,3306.878000000001,0.28383554852535237,0.28383554852535237,,,,,,,,,,,,,,,
7852,42.1848,-73.501,Eastern,Upstate New York,,1,0.0,,,79.52466429583463,25.64747609779967,11650.683000000012,3306.878000000001,0.28383554852535237,0.28383554852535237,,,,,,,,,,,,,,,
7853,42.1069,-73.5805,Eastern,Upstate New York,,2,616.72,,,68.78611951340376,21.744458897465147,15608.141000000012,2365.4179999999997,0.151550271105316,0.39135371726844315,,,,,,,,,,,,,,,
7854,42.3948,-73.4808,Eastern,Upstate New York,,2,520.28,,,101.22206942043054,21.003482801291174,9535.501000000013,3426.3530000000023,0.35932595466142764,0.35932595466142764,,,,,,,,,,,,,,,
7855,42.1439,-73.9182,Eastern,Upstate New York,,3,532.4200000000001,,,65.16789513563897,29.24908248123035,12429.507000000007,2070.057,0.1665437736186961,0.4676728529940887,,,,,,,,,,,,,,,
7856,42.1439,-73.9182,Eastern,Upstate New York,,1,0.0,,,65.16789513563897,29.24908248123035,12429.507000000007,2070.057,0.1665437736186961,0.4676728529940887,,,,,,,,,,,,,,,
7857,42.0907,-73.8713,Eastern,Upstate New York,,2,524.71,,,59.64855259891724,30.565957590559854,14563.059000000008,2063.5689999999995,0.14169886972235698,0.39871121857021913,,,,,,,,,,,,,,,
7858,42.3024,-73.6902,Eastern,Upstate New York,,1,0.0,,,85.75706740006683,8.227931638883993,9675.03700000001,2381.3920000000003,0.24613776670828214,0.24613776670828214,,,,,,,,,,,,,,,
7859,42.3024,-73.6902,Eastern,Upstate New York,,5,1209.83,,,85.75706740006683,8.227931638883993,9675.03700000001,2381.3920000000003,0.24613776670828214,0.24613776670828214,,,,,,,,,,,,,,,
7860,42.2173,-73.583,Eastern,Upstate New York,,5,1115.93,,,79.77071776089872,20.94340339573302,10656.056000000008,2312.2509999999993,0.2169893814371844,0.2169893814371844,,,,,,,,,,,,,,,
7861,42.2173,-73.583,Eastern,Upstate New York,,1,0.0,,,79.77071776089872,20.94340339573302,10656.056000000008,2312.2509999999993,0.2169893814371844,0.2169893814371844,,,,,,,,,,,,,,,
7862,42.2483,-73.7656,Eastern,Upstate New York,,4,1112.6,,,78.42601804593964,13.657989828613346,8467.188000000004,2241.6850000000004,0.2647496429747396,0.2647496429747396,,,,,,,,,,,,,,,
7863,42.155,-73.7414,Eastern,Upstate New York,,3,794.29,,,68.83710590652561,23.792180126656955,12503.435000000007,2222.7520000000004,0.1777713084444394,0.34603347000244344,,,,,,,,,,,,,,,
7864,42.2589,-73.7375,Eastern,Upstate New York,,2,571.5799999999999,,,80.09434565508555,12.234636420562383,8672.701000000005,2255.4900000000002,0.26006776896839856,0.26006776896839856,,,,,,,,,,,,,,,
7865,42.1841,-73.7207,Eastern,Upstate New York,,3,791.6700000000001,,,72.41832880517693,20.578375572516634,12521.752000000008,2235.398,0.17852118457544908,0.34653720980897884,,,,,,,,,,,,,,,
7866,41.9544,-73.5049,Eastern,Upstate New York,,3,334.8,,,58.26665137078762,9.185693748418176,21944.885000000006,2236.816,0.10192880937858637,0.27248727892627356,,,,,,,,,,,,,,,
7867,41.9544,-73.5049,Eastern,Upstate New York,,2,257.11,,,58.26665137078762,9.185693748418176,21944.885000000006,2236.816,0.10192880937858637,0.27248727892627356,,,,,,,,,,,,,,,
7868,41.9544,-73.5049,Eastern,Upstate New York,,1,0.0,,,58.26665137078762,9.185693748418176,21944.885000000006,2236.816,0.10192880937858637,0.27248727892627356,,,,,,,,,,,,,,,
7869,41.973,-73.5645,Eastern,Upstate New York,,2,462.0,,,56.810074530201284,13.999640902605666,21915.944000000003,2213.638,0.10100582480042838,0.2717895245580112,,,,,,,,,,,,,,,
7870,41.878,-73.4111,Eastern,Upstate New York,,2,540.5799999999999,,,58.11902115204305,10.081530179076097,20930.296999999995,1087.8170000000002,0.05197331886881493,0.23079954383829349,,,,,,,,,,,,,,,
7871,42.4381,-73.3977,Eastern,Upstate New York,,3,363.37,,,108.44567524649293,14.17776268798898,9313.135000000007,3475.4330000000014,0.3731754130053949,0.3731754130053949,,,,,,,,,,,,,,,
7872,42.4381,-73.3977,Eastern,Upstate New York,,2,269.7,,,108.44567524649293,14.17776268798898,9313.135000000007,3475.4330000000014,0.3731754130053949,0.3731754130053949,,,,,,,,,,,,,,,
7873,42.4381,-73.3977,Eastern,Upstate New York,,1,0.0,,,108.44567524649293,14.17776268798898,9313.135000000007,3475.4330000000014,0.3731754130053949,0.3731754130053949,,,,,,,,,,,,,,,
7874,42.0131,-73.6695,Eastern,Upstate New York,,2,533.7,,,56.158951175529765,23.21225310063446,16998.49300000001,2196.691,0.12922857338000485,0.34941785721828367,,,,,,,,,,,,,,,
7875,41.9433,-73.6117,Eastern,Upstate New York,,2,504.05,,,51.85918130319351,18.102312666627906,21854.178000000004,2146.1089999999995,0.09820131418349384,0.2694676962912994,,,,,,,,,,,,,,,
7876,42.0355,-73.8275,Eastern,Upstate New York,,3,820.5,,,54.219629466955254,27.567653060663663,14949.04400000001,2081.5329999999994,0.13924188061791765,0.3896181588601916,,,,,,,,,,,,,,,
7877,42.058,-73.8204,Eastern,Upstate New York,,3,558.91,,,56.788956763688326,29.95450094982036,14890.73600000001,2104.968999999999,0.14136097772467376,0.3927176601613242,,,,,,,,,,,,,,,
7878,42.058,-73.8204,Eastern,Upstate New York,,1,0.0,,,56.788956763688326,29.95450094982036,14890.73600000001,2104.968999999999,0.14136097772467376,0.3927176601613242,,,,,,,,,,,,,,,
7879,42.5233,-73.5911,Eastern,Upstate New York,,2,550.46,,,111.60876921314244,20.79497342529355,8987.375000000004,3480.409000000001,0.3872553443024242,0.3872553443024242,,,,,,,,,,,,,,,
7880,42.3528,-73.6722,Eastern,Upstate New York,,3,604.06,,,91.55292513724558,5.391814815681021,9720.529000000006,2380.9410000000003,0.24493944722555724,0.24493944722555724,,,,,,,,,,,,,,,
7881,42.3528,-73.6722,Eastern,Upstate New York,,1,0.0,,,91.55292513724558,5.391814815681021,9720.529000000006,2380.9410000000003,0.24493944722555724,0.24493944722555724,,,,,,,,,,,,,,,
7882,42.4671,-73.6034,Eastern,Upstate New York,,2,583.8,,,105.32943266454812,15.308293048380396,9085.636000000004,3530.6200000000013,0.3885935998316463,0.3885935998316463,,,,,,,,,,,,,,,
7883,42.4286,-76.2264,Eastern,Upstate New York,,1,0.0,,,117.90592537285107,69.9024485822245,1061.4660000000003,203.652,0.19185918343121675,0.19185918343121675,,,,,,,,,,,,,,,
7884,42.4286,-76.2264,Eastern,Upstate New York,,3,486.05,,,117.90592537285107,69.9024485822245,1061.4660000000003,203.652,0.19185918343121675,0.19185918343121675,,,,,,,,,,,,,,,
7885,42.4881,-76.2541,Eastern,Upstate New York,,2,501.28999999999996,,,110.96837785573001,65.8278267537381,912.5760000000001,207.95799999999997,0.22788019847114097,0.22788019847114097,,,,,,,,,,,,,,,
7886,42.5682,-76.0474,Eastern,Upstate New York,,2,559.76,,,107.13340981661071,49.031120424725295,829.8910000000004,119.33299999999998,0.1437935825307178,0.1437935825307178,,,,,,,,,,,,,,,
7887,42.7149,-75.8975,Eastern,Upstate New York,,2,547.53,,,97.84924131124549,28.97539885869584,3836.6200000000013,331.2170000000001,0.08633041583477123,0.08633041583477123,,,,,,,,,,,,,,,
7888,42.8766,-76.0698,Eastern,Upstate New York,,5,1511.3600000000001,,,75.23452299892334,26.843529034466673,3783.2870000000003,277.8840000000001,0.0734504149434077,0.0734504149434077,,,,,,,,,,,,,,,
7889,42.7722,-76.2017,Eastern,Upstate New York,,2,562.8399999999999,,,81.50588729400916,41.47104501416325,3682.7960000000003,183.333,0.04978092731717966,0.04978092731717966,,,,,,,,,,,,,,,
7890,42.7511,-76.1005,Eastern,Upstate New York,,2,556.3900000000001,,,86.65804549964297,35.943668702389076,3729.6990000000005,224.29600000000008,0.060137828816749034,0.060137828816749034,,,,,,,,,,,,,,,
7891,42.1923,-74.8201,Eastern,Upstate New York,,3,547.58,,,98.04459736964318,40.60462853273397,8601.939000000004,1288.7240000000002,0.14981784920818428,0.14981784920818428,,,,,,,,,,,,,,,
7892,42.1923,-74.8201,Eastern,Upstate New York,,1,0.0,,,98.04459736964318,40.60462853273397,8601.939000000004,1288.7240000000002,0.14981784920818428,0.14981784920818428,,,,,,,,,,,,,,,
7893,42.0394,-74.5142,Eastern,Upstate New York,,2,529.11,,,70.15639904948749,19.814683499766534,11214.181000000008,1260.324,0.11238662903693093,0.4461502806134479,,,,,,,,,,,,,,,
7894,42.2994,-74.7689,Eastern,Upstate New York,,3,481.28,,,105.80454470181023,29.88164160071309,5976.242000000002,1421.1740000000002,0.23780395773798982,0.23780395773798982,,,,,,,,,,,,,,,
7895,42.2994,-74.7689,Eastern,Upstate New York,,1,0.0,,,105.80454470181023,29.88164160071309,5976.242000000002,1421.1740000000002,0.23780395773798982,0.23780395773798982,,,,,,,,,,,,,,,
7896,42.3411,-74.9606,Eastern,Upstate New York,,3,467.78,,,105.85170921898806,42.4909640617066,3439.0310000000004,1426.4220000000003,0.4147743942988592,0.4147743942988592,,,,,,,,,,,,,,,
7897,42.3411,-74.9606,Eastern,Upstate New York,,1,0.0,,,105.85170921898806,42.4909640617066,3439.0310000000004,1426.4220000000003,0.4147743942988592,0.4147743942988592,,,,,,,,,,,,,,,
7898,42.2919,-74.9422,Eastern,Upstate New York,,2,505.76,,,101.74456724359915,42.900299192165605,3377.9189999999994,1432.432,0.4240575336471953,0.4240575336471953,,,,,,,,,,,,,,,
7899,42.1222,-75.002,Eastern,Upstate New York,,2,502.94000000000005,,,83.02218971863911,46.10701943031265,5257.1720000000005,1222.075,0.23245862984889973,0.23245862984889973,,,,,,,,,,,,,,,
7900,41.9211,-75.0562,Eastern,Upstate New York,,2,555.06,,,62.330134212992206,35.696019170980485,5772.66,1245.7050000000002,0.21579393208676767,0.21579393208676767,,,,,,,,,,,,,,,
7901,42.1994,-74.5082,Eastern,Upstate New York,,1,0.0,,,84.19930263081314,27.45882078789534,7517.474000000006,1306.5030000000004,0.17379547970501785,0.17379547970501785,,,,,,,,,,,,,,,
7902,42.1994,-74.5082,Eastern,Upstate New York,,3,516.9,,,84.19930263081314,27.45882078789534,7517.474000000006,1306.5030000000004,0.17379547970501785,0.17379547970501785,,,,,,,,,,,,,,,
7903,42.3337,-74.5245,Eastern,Upstate New York,,1,0.0,,,97.7658943859014,13.28608563356802,7586.163000000008,1375.1920000000002,0.18127635802183512,0.18127635802183512,,,,,,,,,,,,,,,
7904,42.3337,-74.5245,Eastern,Upstate New York,,4,668.0400000000001,,,97.7658943859014,13.28608563356802,7586.163000000008,1375.1920000000002,0.18127635802183512,0.18127635802183512,,,,,,,,,,,,,,,
7905,41.9512,-75.289,Eastern,Upstate New York,,2,561.72,,,55.10939485440409,42.85255026929021,4159.291,1357.2510000000002,0.3263178748493433,0.3263178748493433,,,,,,,,,,,,,,,
7906,42.0087,-75.247,Eastern,Upstate New York,,6,1796.13,,,62.34710102175248,49.98118372444872,4144.941,1357.1770000000001,0.32742975111105327,0.32742975111105327,,,,,,,,,,,,,,,
7907,41.9557,-75.3741,Eastern,Upstate New York,,3,567.9,,,53.33115233564341,41.96613475566003,4132.792,1345.0280000000002,0.3254526237952455,0.3254526237952455,,,,,,,,,,,,,,,
7908,41.9557,-75.3741,Eastern,Upstate New York,,1,0.0,,,53.33115233564341,41.96613475566003,4132.792,1345.0280000000002,0.3254526237952455,0.3254526237952455,,,,,,,,,,,,,,,
7909,42.3512,-74.6817,Eastern,Upstate New York,,4,1065.14,,,106.1456598510235,20.762017812077914,5080.692000000003,1389.3020000000001,0.27344739653574734,0.27344739653574734,,,,,,,,,,,,,,,
7910,42.4832,-74.6647,Eastern,Upstate New York,,4,734.32,,,117.8858816539853,17.165353565504482,5129.269000000004,1437.8790000000004,0.2803282495029992,0.2803282495029992,,,,,,,,,,,,,,,
7911,42.4832,-74.6647,Eastern,Upstate New York,,1,0.0,,,117.8858816539853,17.165353565504482,5129.269000000004,1437.8790000000004,0.2803282495029992,0.2803282495029992,,,,,,,,,,,,,,,
7912,41.9034,-74.7427,Eastern,Upstate New York,,3,679.99,,,74.99752893345673,13.89300221470539,11974.861000000008,1228.159,0.10256144100545295,0.4151233989271354,,,,,,,,,,,,,,,
7913,41.9849,-74.7487,Eastern,Upstate New York,,2,538.26,,,80.37491993704411,22.38752274924612,9539.190000000006,1228.159,0.12874877217038336,0.34929737220875134,,,,,,,,,,,,,,,
7914,41.945,-74.7878,Eastern,Upstate New York,,3,498.89,,,80.18361594027904,19.781137593631204,9087.161000000004,1228.159,0.1351532123179065,0.3666727154938709,,,,,,,,,,,,,,,
7915,41.945,-74.7878,Eastern,Upstate New York,,1,0.0,,,80.18361594027904,19.781137593631204,9087.161000000004,1228.159,0.1351532123179065,0.3666727154938709,,,,,,,,,,,,,,,
7916,42.1462,-74.6763,Eastern,Upstate New York,,2,546.6300000000001,,,87.9122642211562,35.331622367845405,7460.637000000005,1255.941,0.16834232787361175,0.16834232787361175,,,,,,,,,,,,,,,
7917,42.5494,-74.9708,Eastern,Upstate New York,,6,1408.4,,,126.59271517638118,43.30576157656993,4373.208000000003,1346.776,0.30796065496998976,0.30796065496998976,,,,,,,,,,,,,,,
7918,42.4425,-74.9792,Eastern,Upstate New York,,2,697.13,,,115.37538554586351,42.414939453193966,3353.3740000000007,1340.765,0.3998256681181401,0.3998256681181401,,,,,,,,,,,,,,,
7919,42.4425,-74.9792,Eastern,Upstate New York,,7,2083.91,,,115.37538554586351,42.414939453193966,3353.3740000000007,1340.765,0.3998256681181401,0.3998256681181401,,,,,,,,,,,,,,,
7920,42.4425,-74.9792,Eastern,Upstate New York,,4,7508.549999999999,,,115.37538554586351,42.414939453193966,3353.3740000000007,1340.765,0.3998256681181401,0.3998256681181401,,,,,,,,,,,,,,,
7921,42.4735,-75.0712,Eastern,Upstate New York,,3,762.0699999999999,,,115.77509898101482,50.058934151808025,1926.3679999999995,1317.989,0.6841833959035867,0.6841833959035867,,,,,,,,,,,,,,,
7922,42.3945,-75.1162,Eastern,Upstate New York,,3,789.67,,,106.26131270189052,53.95820831996294,1515.1559999999997,1373.0820000000003,0.9062314375549452,0.9062314375549452,,,,,,,,,,,,,,,
7923,42.5373,-75.3813,Eastern,Upstate New York,,2,527.89,,,116.93410652601767,37.82045116358833,1660.5319999999995,1262.8020000000001,0.7604803761686018,0.7604803761686018,,,,,,,,,,,,,,,
7924,42.4893,-75.1806,Eastern,Upstate New York,,3,760.0699999999999,,,114.76690244925364,48.33715527680952,1583.6479999999997,1313.381,0.8293389692658977,0.8293389692658977,,,,,,,,,,,,,,,
7925,42.5299,-75.2739,Eastern,Upstate New York,,2,442.9,,,117.4485365855908,41.01254621760891,1711.1109999999994,1313.381,0.7675603745169077,0.7675603745169077,,,,,,,,,,,,,,,
7926,42.0105,-74.9905,Eastern,Upstate New York,,2,585.29,,,73.4613252131253,36.3860513921294,5711.986000000001,1222.1490000000001,0.2139621840809834,0.2139621840809834,,,,,,,,,,,,,,,
7927,41.9185,-74.9655,Eastern,Upstate New York,,2,510.3,,,67.22251295476335,28.803890743093437,5726.262000000001,1222.1490000000001,0.2134287603326568,0.2134287603326568,,,,,,,,,,,,,,,
